Loan_ID,Gender,Married,Dependents,Education,Employment_Status,Applicant_Income,Coapplicant_Income,Loan_Amount,Loan_Term,Credit_History,Property_Area,Age,Loan_Status,Monthly_EMI,DTI_Ratio
LN04944,Male,Yes,2,Graduate,Salaried,94962.74138241672,24177.721505515,203779.7454099165,300.0,1,Rural,35.96824824181808,Approved,679.265818033055,0.0057013864271452394
LN03949,Female,Yes,3,Graduate,Salaried,34419.38527560428,28006.254010559587,242940.13177902577,180.0,1,Semiurban,44.26405800190551,Approved,1349.6673987723655,0.021620401716438777
LN00804,Male,No,1,Not Graduate,Salaried,51310.07545135369,6360.201509239218,101982.34739289431,180.0,1,Semiurban,32.36194262608577,Approved,566.5685966271906,0.009824273897875272
LN04861,Male,Yes,2,Graduate,Salaried,43477.76016570916,1630.2204185944574,194931.39333652423,180.0,1,Rural,33.61469889396104,Approved,1082.9521852029125,0.024007995285422978
LN00421,Male,No,1,Graduate,Salaried,95106.81684886408,6781.851715786541,72962.10958423188,300.0,0,Urban,36.38322233429945,Rejected,243.2070319474396,0.0023869880269670944
LN00915,Male,No,2,Not Graduate,Salaried,65580.43051540678,2140.002934835064,167651.96242075006,300.0,1,Rural,33.00429883770696,Approved,558.8398747358335,0.008252160334243072
LN02272,Female,No,2,Graduate,Salaried,46485.838416767765,9678.56109826898,80849.10956277631,60.0,1,Urban,36.522043207967,Approved,1347.4851593796052,0.023991802120466837
LN04417,Male,No,1,Graduate,Salaried,21008.76564491266,17174.058527270034,139911.28118504208,60.0,1,Semiurban,57.507875413249806,Approved,2331.854686417368,0.06107077559014591
LN05229,Male,Yes,0,Graduate,Self-Employed,79158.64110431368,15094.263605637732,205650.03495693405,180.0,0,Semiurban,21.0,Rejected,1142.5001942051892,0.012121644396223704
LN02070,Male,No,2,Graduate,Unemployed,79307.94969182342,24475.119085755672,144432.27988072444,300.0,0,Semiurban,41.34536906805108,Rejected,481.44093293574815,0.004638915948491946
LN05862,Female,Yes,1,Not Graduate,Salaried,53303.94025110996,21232.35896638817,112586.26726111522,360.0,0,Urban,35.73687938145732,Rejected,312.73963128087564,0.004195803045819277
LN03961,Female,Yes,0,Graduate,Salaried,97808.81370311564,7156.790296997443,179068.6529669462,60.0,0,Urban,36.11349731129279,Rejected,2984.477549449103,0.028432909788675995
LN02585,Male,Yes,2,Not Graduate,Self-Employed,47486.45425007575,20568.747223681457,165785.9711148262,360.0,0,Urban,41.919433181014725,Rejected,460.51658643007283,0.006766809537808109
LN00845,Female,No,1,Graduate,Salaried,69849.02528016298,19371.26779731052,151830.18282815395,60.0,0,Urban,50.548453653314,Rejected,2530.503047135899,0.028362415767213
LN04907,Male,Yes,0,Graduate,Salaried,36930.151480304325,18366.01427562167,154736.92379164533,360.0,1,Rural,23.50747286035635,Approved,429.8247883101259,0.007773139103484084
LN02322,Male,No,1,Graduate,Unemployed,69155.45732303771,33076.308056706854,238164.9400149785,60.0,0,Urban,26.1541689961432,Rejected,3969.415666916308,0.03882761539108449
LN02548,Male,No,1,Graduate,Salaried,80427.66590858797,10649.22758423684,178302.87294160336,180.0,0,Rural,43.495865991653154,Rejected,990.5715163422409,0.010876211060276005
LN05031,Male,No,1,Graduate,Self-Employed,85086.76721514679,20735.58836877425,169727.2017158337,300.0,1,Urban,37.18071045417997,Approved,565.757339052779,0.005346293190422439
LN02362,Male,Yes,0,Graduate,Salaried,29552.816275642177,1763.5042915782103,110532.38170487114,60.0,0,Rural,25.67452727128211,Rejected,1842.2063617478523,0.05882576012700987
LN04566,Male,No,1,Not Graduate,Salaried,77049.372868659,27891.31835437445,111366.33046697716,300.0,1,Semiurban,37.2032795968457,Approved,371.22110155659055,0.003537437167891564
LN04291,Male,Yes,0,Graduate,Salaried,51393.81360090715,1080.167132029239,98698.237622238,120.0,0,Semiurban,25.49112928269077,Rejected,822.48531351865,0.015674155115173106
LN02780,Female,Yes,3,Graduate,Self-Employed,77490.34148265046,7653.289063231406,202801.5185782857,120.0,0,Urban,38.52209098528839,Rejected,1690.0126548190476,0.019848961619135328
LN01873,Male,Yes,0,Graduate,Salaried,75593.2106453868,5980.073505568025,139632.16156529976,360.0,0,Urban,44.55666918444399,Rejected,387.867115459166,0.004754830205700697
LN05450,Female,Yes,1,Graduate,Salaried,51163.02145518352,9184.19236772782,148091.52065167858,120.0,1,Rural,44.20884562246498,Approved,1234.096005430655,0.020449925145709372
LN04838,Male,Yes,0,Graduate,Salaried,87017.04661398011,9508.735190104226,156404.94421794932,240.0,0,Semiurban,42.09156718023568,Rejected,651.6872675747888,0.006751432160347586
LN04180,Male,No,2,Graduate,Salaried,65566.9726928934,806.1564420395935,149826.1395149032,300.0,1,Urban,36.17524464472043,Approved,499.4204650496773,0.007524437548128589
LN02605,Male,No,2,Graduate,Salaried,56309.49284688301,26377.76780668662,254987.62739979947,180.0,1,Urban,39.04866533209236,Approved,1416.597929998886,0.017131997345200857
LN04600,Male,No,3,Not Graduate,Salaried,55680.78959299535,26888.062411931565,173667.05916925718,240.0,0,Semiurban,49.556193669210494,Rejected,723.6127465385715,0.008763749634007183
LN01445,Male,No,2,Graduate,Salaried,46972.86212416342,30027.34326305588,217221.69540415023,60.0,1,Semiurban,48.15244258070658,Approved,3620.3615900691707,0.04701755757485406
LN04797,Male,Yes,0,Graduate,Unemployed,21012.56489355153,10171.222807088652,125001.87513956822,300.0,1,Semiurban,21.0,Approved,416.67291713189405,0.013361844338214886
LN03372,Male,No,2,Graduate,Salaried,89018.55096558423,9100.846037500669,158551.97463185736,240.0,0,Semiurban,24.96443946126582,Rejected,660.633227632739,0.0067329523805773955
LN04523,Male,No,1,Graduate,Self-Employed,101501.30078697082,14378.639335306914,139316.1414705892,180.0,1,Urban,33.29425705324955,Approved,773.9785637254956,0.006679141902462025
LN04429,Male,Yes,0,Graduate,Self-Employed,50343.448183861634,2497.8397410519883,85409.6273166442,360.0,0,Urban,32.44629464884645,Rejected,237.2489647684561,0.0044898406924824006
LN04007,Male,Yes,0,Graduate,Salaried,47402.30895272379,7183.279276531124,190239.37217636997,120.0,1,Rural,31.010840670451792,Approved,1585.3281014697498,0.02904297916167
LN00522,Male,Yes,0,Not Graduate,Self-Employed,46747.52482108307,11313.806342143003,102500.21482401525,240.0,1,Urban,33.783230007519855,Approved,427.08422843339685,0.00735574296828896
LN03619,Male,Yes,0,Graduate,Salaried,77892.94375147745,8521.277103534787,132058.68145282252,360.0,0,Rural,54.24788324663787,Rejected,366.8296707022848,0.004245015080535877
LN02961,Male,Yes,1,Graduate,Salaried,47828.20553520599,13604.579570720964,143641.86018529342,360.0,0,Urban,35.55248603492996,Rejected,399.0051671813706,0.006494987432091454
LN01569,Male,Yes,0,Not Graduate,Salaried,49418.9464530741,9162.778664373987,45646.53771452418,120.0,0,Urban,21.0,Rejected,380.3878142877015,0.00649328461265143
LN04945,Male,Yes,1,Graduate,Salaried,80801.23639805152,27101.66095365319,165714.46577393534,240.0,0,Urban,49.01421910671207,Rejected,690.4769407247306,0.00639905839112134
LN01403,Female,No,2,Graduate,Self-Employed,74379.06621330134,13159.131329840806,111405.48124070228,360.0,0,Rural,38.998834029566105,Rejected,309.4596701130619,0.0035351387028565266
LN04022,Male,No,0,Graduate,Salaried,22963.145368506823,28610.067047697736,191207.61817278192,240.0,1,Semiurban,37.15945830686178,Approved,796.698409053258,0.015447911264936668
LN02176,Male,Yes,2,Graduate,Salaried,27846.779457638822,31000.978468204783,224597.15295808204,120.0,0,Urban,41.71644823876057,Rejected,1871.6429413173503,0.031804830078248386
LN00103,Male,Yes,1,Graduate,Salaried,43954.45461556762,18499.237152493926,205614.6224945864,360.0,1,Rural,22.614906681421807,Approved,571.1517291516288,0.009145203637805004
LN02856,Male,Yes,0,Graduate,Self-Employed,45641.62218504796,17078.605010670806,141658.01661530396,300.0,1,Urban,41.62368248605548,Approved,472.19338871767985,0.007528566298782658
LN05162,Male,Yes,1,Graduate,Salaried,58160.864347914685,0.0,159968.99603270038,300.0,1,Semiurban,32.40800752731792,Approved,533.229986775668,0.009168192267328065
LN04697,Male,No,0,Not Graduate,Salaried,85451.40325857139,36487.06293937052,149222.64231782127,120.0,0,Urban,31.795271054014886,Rejected,1243.5220193151772,0.01019794703089488
LN00736,Male,No,1,Graduate,Salaried,65120.59468627752,23117.05571613265,111514.64503810724,60.0,0,Rural,32.3503353574818,Rejected,1858.5774173017874,0.021063314909516462
LN04313,Male,Yes,3,Graduate,Self-Employed,67668.70062807288,23109.137726156965,154891.32459261338,300.0,0,Semiurban,51.99589362014108,Rejected,516.3044153087113,0.005687560143192745
LN01759,Female,No,0,Graduate,Salaried,86298.28907168095,2018.960963128422,144940.1186341234,360.0,1,Rural,36.025636197016425,Approved,402.61144065034284,0.004558695390670085
LN04745,Female,No,2,Graduate,Salaried,54298.11485915972,14270.305681187216,149669.1877923256,300.0,0,Urban,27.313880848148266,Rejected,498.8972926410853,0.007275904690666235
LN01606,Female,No,0,Graduate,Self-Employed,62453.40631989591,6023.40614724946,184972.5045303271,120.0,0,Urban,30.107926367263964,Rejected,1541.4375377527258,0.022510357626419824
LN03098,Male,Yes,0,Graduate,Salaried,57409.65506273119,16072.292884191527,184193.0556965996,240.0,1,Urban,29.503258081486308,Approved,767.4710654024983,0.010444348399104172
LN02008,Female,Yes,0,Graduate,Salaried,73184.91336864811,11871.635269484776,109521.65989552138,300.0,1,Semiurban,45.82577994850917,Approved,365.07219965173795,0.004292111606890047
LN00341,Male,Yes,0,Graduate,Salaried,64873.744229838245,13863.333109185643,133618.32813450196,60.0,1,Urban,31.342052867951743,Approved,2226.9721355750326,0.028283652515906817
LN00623,Male,Yes,2,Graduate,Salaried,86908.40092309956,14608.378845572406,147771.6550287259,180.0,1,Semiurban,38.10442663041479,Approved,820.9536390484772,0.008086876287045339
LN02876,Female,Yes,1,Not Graduate,Self-Employed,41269.87250420808,12241.042785598262,194792.54400514028,60.0,1,Semiurban,61.15925389909553,Rejected,3246.5424000856715,0.06067065723886295
LN02246,Male,No,1,Graduate,Self-Employed,42024.31903353744,15199.954862064193,226033.2086490593,120.0,0,Urban,42.68427208010724,Rejected,1883.6100720754941,0.03291627737403711
LN02095,Female,Yes,2,Graduate,Salaried,58484.7142692908,41366.691419455885,118595.10824601084,300.0,1,Rural,29.745842221322743,Approved,395.31702748670284,0.003959053202705742
LN02698,Male,Yes,3,Graduate,Salaried,72441.39980612097,13961.87515597033,204853.76532063136,60.0,1,Rural,48.46793972385846,Approved,3414.2294220105227,0.03951504643207664
LN03565,Female,Yes,1,Graduate,Salaried,61033.2195370216,16033.819962120951,164300.79038173123,120.0,1,Urban,37.69715813889509,Approved,1369.1732531810935,0.017766002977139494
LN01434,Male,Yes,0,Graduate,Salaried,56657.56572427177,10490.059829706905,86673.0585527514,180.0,0,Rural,35.72177701582396,Rejected,481.51699195973003,0.00717102038958396
LN03824,Female,Yes,1,Graduate,Salaried,46597.69599091535,13238.658022892216,237488.3252940415,240.0,1,Semiurban,43.59569718737672,Approved,989.5346887251729,0.01653734932607746
LN00314,Female,No,0,Graduate,Self-Employed,86109.57614308658,26013.301648895504,130630.91274926426,240.0,0,Urban,48.94877202050203,Rejected,544.295469788601,0.004854455045280007
LN00375,Male,No,3,Graduate,Self-Employed,44653.04874223901,25984.848760518187,153086.73382301483,300.0,0,Rural,33.88659131261445,Rejected,510.28911274338276,0.007224013324058303
LN00365,Female,Yes,0,Graduate,Salaried,51975.59056228327,32873.464144298254,65656.15243134735,120.0,0,Rural,27.888173352272297,Rejected,547.1346035945612,0.006448328805625708
LN03205,Male,No,2,Graduate,Salaried,46460.09723082937,0.0,180321.23641955815,360.0,0,Rural,38.98384358820721,Rejected,500.8923233876615,0.010781129468994871
LN03228,Male,Yes,0,Graduate,Salaried,75586.98007810664,0.0,132999.01046882715,360.0,1,Rural,23.63241209804149,Approved,369.4416957467421,0.004887636671884301
LN00728,Male,Yes,1,Graduate,Self-Employed,49204.80639381277,4551.636860969287,152479.5913830793,120.0,0,Urban,38.48536053758917,Rejected,1270.6632615256608,0.02363741320279082
LN00297,Male,No,0,Graduate,Salaried,66145.99041753219,3659.798140650418,118187.15825069818,360.0,0,Urban,24.462578294374392,Rejected,328.29766180749493,0.004703014872955147
LN05370,Male,No,1,Graduate,Self-Employed,35155.069329015416,7351.507716918969,128335.79131860728,120.0,1,Urban,33.2689043896831,Approved,1069.4649276550606,0.02515998704151953
LN01377,Female,Yes,3,Graduate,Salaried,80798.09374792152,21091.35519053513,125670.71651496734,60.0,1,Semiurban,36.17529887207575,Approved,2094.5119419161224,0.020556710863960517
LN02130,Male,Yes,1,Graduate,Self-Employed,68769.51477619454,12269.932519774156,184684.89775065728,360.0,1,Urban,53.19171051751721,Approved,513.0136048629369,0.006330418357733008
LN01213,Male,Yes,0,Graduate,Salaried,77898.48753888882,10930.256336266288,74792.57345260105,180.0,1,Rural,43.3900402022128,Approved,415.5142969588947,0.004677700920131008
LN05530,Female,No,1,Graduate,Salaried,85841.20668653045,2818.2393319268103,177712.72380132606,180.0,1,Urban,26.657244993039065,Approved,987.292910007367,0.011135789296515916
LN04340,Male,No,0,Graduate,Self-Employed,78823.63732839939,10492.597226972484,142590.5354798179,300.0,1,Urban,39.35536128879955,Approved,475.3017849327263,0.0053215609379284965
LN02251,Male,No,2,Graduate,Self-Employed,90223.09860494696,4438.884308129134,157238.27455588203,120.0,1,Semiurban,32.40340782748802,Approved,1310.3189546323504,0.01384208226269207
LN04320,Male,Yes,0,Graduate,Salaried,59602.52729263377,17520.037612019285,196442.5623025112,60.0,0,Rural,44.31987287415101,Rejected,3274.0427050418534,0.042452461339811065
LN01950,Male,Yes,3,Graduate,Salaried,24539.35063586237,844.7593308629348,118505.68812136423,180.0,1,Semiurban,25.579060460635432,Approved,658.3649340075791,0.025936104707653528
LN02932,Female,Yes,0,Not Graduate,Self-Employed,42215.18343543352,15223.505549663656,145729.0583583467,60.0,1,Urban,33.01308203835604,Approved,2428.8176393057784,0.0422853947786996
LN00599,Male,Yes,0,Not Graduate,Salaried,67546.00986089704,32409.41486596991,172116.81299880985,240.0,1,Semiurban,25.53614511751148,Approved,717.1533874950411,0.007174732031349949
LN01792,Female,No,2,Graduate,Salaried,56797.34408866719,5749.153795213648,195317.1617698576,120.0,0,Semiurban,46.96111472673478,Rejected,1627.6430147488134,0.026022928058587292
LN04987,Male,Yes,1,Not Graduate,Salaried,61387.39605316139,13212.931154365042,181809.0244342018,60.0,1,Urban,57.58741522327842,Approved,3030.1504072366965,0.04061846000765241
LN05742,Male,Yes,1,Graduate,Salaried,60408.34334425836,13913.833450616576,102819.91420403346,60.0,1,Semiurban,30.223059420840183,Approved,1713.6652367338909,0.023057253038531306
LN04330,Male,Yes,0,Not Graduate,Salaried,73627.24653150611,7251.978218644709,196641.94461811183,360.0,1,Rural,42.49139480276773,Approved,546.2276239391995,0.006753620915959396
LN02137,Male,Yes,1,Not Graduate,Salaried,90980.40302990374,21041.07455439044,106735.03624325743,120.0,0,Semiurban,44.48475054302778,Rejected,889.4586353604786,0.007940072337388844
LN00356,Male,Yes,0,Graduate,Unemployed,59629.7372801522,36458.249250764886,125189.70621292463,180.0,0,Urban,24.737033996722275,Rejected,695.4983678495813,0.007238140718307164
LN05628,Male,No,1,Graduate,Salaried,43782.12127599501,40083.06273056564,185189.7941875409,180.0,0,Semiurban,46.35672787016448,Rejected,1028.8321899307828,0.012267691320516255
LN03983,Male,Yes,1,Graduate,Salaried,37530.119335208045,17438.909416204508,132172.87856786072,60.0,1,Urban,33.99673473360534,Approved,2202.8813094643456,0.040074954196962005
LN00630,Male,No,1,Not Graduate,Unemployed,26150.70740570361,0.0,246463.4998310641,360.0,0,Urban,40.0567538637065,Rejected,684.620832864067,0.026179820769007094
LN01427,Female,No,1,Not Graduate,Self-Employed,37935.83268556633,3290.751061925462,97137.42689899485,240.0,0,Urban,48.47898928592605,Rejected,404.7392787458119,0.009817434333749181
LN01271,Male,No,0,Not Graduate,Salaried,72182.76241814354,17361.42409879101,140917.74305468833,180.0,0,Urban,21.0,Rejected,782.876350303824,0.008742905382872253
LN01935,Male,Yes,0,Not Graduate,Salaried,29940.59343209693,23495.84531046617,130070.39805431204,300.0,0,Semiurban,38.89019407893655,Rejected,433.5679935143735,0.00811371423165273
LN01688,Female,No,3,Not Graduate,Salaried,65665.75743092284,12661.02199546406,116545.16199311434,120.0,1,Semiurban,44.7862762142489,Approved,971.2096832759528,0.012399458912883242
LN01635,Female,Yes,1,Graduate,Self-Employed,51927.030735160064,10822.169874863812,168787.3440859829,120.0,1,Rural,40.464495889974216,Approved,1406.5612007165244,0.022415603498410673
LN01025,Male,No,0,Graduate,Salaried,68726.47339348064,18994.69372602185,203089.23834791605,180.0,0,Semiurban,43.135493892278745,Rejected,1128.2735463773113,0.012862044400757515
LN03723,Male,Yes,2,Graduate,Self-Employed,24272.49069290627,15239.80019015593,127663.65671385857,180.0,0,Semiurban,35.40505919785728,Rejected,709.2425372992143,0.017949921947027537
LN05813,Male,Yes,1,Graduate,Salaried,43163.56736263695,30677.91509795664,174970.73039695347,180.0,1,Urban,23.73659250105226,Approved,972.0596133164082,0.013164140005384637
LN00568,Male,No,2,Graduate,Salaried,22584.161579482883,17183.889875441742,66401.37641037241,180.0,1,Rural,37.04727576443712,Approved,368.89653561318005,0.009276203437608915
LN04408,Female,Yes,1,Graduate,Self-Employed,70818.1703712198,26549.975605416177,162828.86979246538,180.0,1,Urban,36.830098319817225,Approved,904.6048321803632,0.009290562361097316
LN03145,Male,Yes,0,Not Graduate,Salaried,69400.88374736405,0.0,100984.31270247014,180.0,1,Urban,30.81808734202165,Approved,561.0239594581674,0.008083815783966525
LN05611,Female,No,2,Graduate,Salaried,95330.23600655267,41024.79874874313,109376.5083853833,60.0,0,Semiurban,45.222887984201066,Rejected,1822.9418064230551,0.013369083214965445
LN02096,Female,Yes,0,Graduate,Salaried,73409.61234482424,26535.02849781544,184338.77445238325,180.0,1,Semiurban,27.388691632026976,Approved,1024.1043025132403,0.010246715520501663
LN02874,Male,Yes,0,Graduate,Self-Employed,59378.82134258196,19633.01510234231,180705.2902644842,360.0,1,Rural,25.27262703857523,Approved,501.95913962356724,0.006352961305657808
LN01549,Male,Yes,3,Graduate,Salaried,84538.66447768615,31797.47382221529,188207.9149965947,360.0,1,Rural,27.271746745346167,Approved,522.7997638794297,0.004493872424505882
LN04796,Female,Yes,0,Graduate,Self-Employed,69723.69583123877,0.0,79578.83078969957,300.0,1,Semiurban,33.44243106382633,Approved,265.26276929899853,0.003804485206020176
LN00041,Male,No,1,Graduate,Salaried,63427.36562379941,27184.802148716863,144929.6085139068,300.0,0,Rural,25.30533737616407,Rejected,483.098695046356,0.005331499145447941
LN05295,Male,Yes,1,Graduate,Salaried,56617.54628714368,2701.1688471345933,187903.2853086984,180.0,1,Urban,23.067959874583057,Approved,1043.90714060388,0.017598276332196572
LN00282,Female,Yes,1,Not Graduate,Salaried,91720.33632290704,24198.7151595443,182805.81009301357,300.0,0,Urban,22.274630043308814,Rejected,609.3527003100452,0.005256708819794763
LN00577,Male,Yes,1,Graduate,Salaried,75417.30387773934,4921.320867778699,147561.18677496916,120.0,0,Semiurban,34.34552843523049,Rejected,1229.6765564580762,0.015306168861531052
LN01746,Female,No,1,Graduate,Self-Employed,79503.95259564859,29190.35611367264,31121.508503644876,180.0,1,Urban,33.56713447138045,Approved,172.89726946469375,0.0015906745396124563
LN04487,Male,Yes,1,Graduate,Self-Employed,48441.58446334579,24622.105785810974,145110.25014578985,360.0,1,Urban,21.0,Approved,403.0840281827496,0.005516885703530443
LN00729,Male,No,0,Graduate,Salaried,44433.90549195375,32839.22595201769,170393.95254487454,360.0,1,Urban,38.33751178221596,Approved,473.3165348468737,0.006125240766126607
LN02652,Male,Yes,0,Graduate,Salaried,70215.8417705519,20628.544804571306,30091.845237455116,60.0,0,Rural,32.12455114696218,Rejected,501.53075395758526,0.005520767687091458
LN04651,Male,Yes,3,Graduate,Salaried,72532.27274526142,17349.281250881155,208012.40659148092,360.0,0,Urban,33.98369508938003,Rejected,577.8122405318915,0.00642859646771004
LN04781,Male,No,0,Not Graduate,Salaried,65831.27353363945,0.0,157299.795715632,300.0,0,Urban,38.40150298559335,Rejected,524.33265238544,0.007964795821814212
LN05404,Female,Yes,0,Graduate,Salaried,42969.20040441363,18800.67440573832,134861.2727437231,60.0,1,Urban,44.591865220556215,Approved,2247.6878790620517,0.036388091864687444
LN04078,Male,Yes,1,Graduate,Salaried,52233.061233976834,18589.175837406598,146476.3213061272,240.0,0,Urban,25.08001741034323,Rejected,610.3180054421967,0.008617604168970864
LN00898,Female,Yes,0,Not Graduate,Salaried,84130.17933016713,14587.086382153386,87566.82876186863,360.0,1,Rural,31.791262395989428,Approved,243.24119100519064,0.002464018723067536
LN02445,Male,Yes,1,Graduate,Self-Employed,65269.74430662119,6488.19517552515,102762.3573995555,120.0,0,Semiurban,49.01650931753133,Rejected,856.3529783296292,0.011933912602698035
LN05900,Female,Yes,2,Not Graduate,Self-Employed,58595.59276964767,21325.827996421973,119192.5935553686,120.0,1,Semiurban,38.80119950293414,Approved,993.271612961405,0.012428102546734193
LN04972,Male,No,3,Not Graduate,Salaried,39831.025349053,33307.43824831262,166191.9633163725,120.0,1,Urban,36.626702858096166,Approved,1384.9330276364376,0.018935768671059717
LN02909,Male,Yes,3,Graduate,Salaried,85142.98433725146,21844.86133552996,108739.35622271418,360.0,0,Semiurban,49.158117127272114,Rejected,302.0537672853172,0.0028232531030593705
LN00017,Female,Yes,2,Graduate,Self-Employed,66284.94665190548,16943.334633382332,113627.30376384407,240.0,0,Semiurban,38.56143994692213,Rejected,473.447099016017,0.005688536296852591
LN03156,Female,Yes,3,Graduate,Self-Employed,35251.46723554855,18128.222367668463,132923.97924973475,120.0,1,Urban,42.084874128307725,Approved,1107.699827081123,0.020751335111067516
LN01326,Female,Yes,2,Graduate,Self-Employed,41213.29212362491,26782.528475480023,32076.792889626755,120.0,1,Urban,24.09121601644319,Approved,267.30660741355626,0.00393122114062809
LN04105,Male,Yes,1,Not Graduate,Salaried,64862.46917025786,9537.359908225351,261060.16971359804,360.0,0,Urban,29.752301169343053,Rejected,725.1671380933278,0.009746892527513209
LN01103,Male,No,0,Graduate,Self-Employed,57208.207436896526,12022.0384377604,78676.80442881274,60.0,1,Urban,46.81374172484517,Approved,1311.2800738135456,0.018940855362375147
LN04971,Female,Yes,0,Graduate,Salaried,58379.08070556512,13179.595689143442,140525.02118039355,240.0,1,Semiurban,22.130759615187777,Approved,585.5209215849732,0.008182388930104216
